,slp,industry,gas_to_electricity_public,aggregated,manufacturing_sector,hospitality_sector,retail_sector,real_wages,price_industry,price_households,solar,temperature,index,time,year,month,weekday,weekday_num,monday,friday,weekend,christmas_period,holiday,long_weekend
2020-08-03,0.24067421000000003,0.9364373886051434,0.48568550739485644,0.23681544307360428,81.8,90.2,113.1,101.8,64.2,95.3,1.7335717041232027e-10,289.8290857772517,2020-08-03,1310.0,2020,8,Monday,0,1,0,0,0,0,0
2020-08-04,0.263809512,0.9359322261222801,0.4957766518777197,0.27972298725793987,81.8,90.2,113.1,101.8,64.2,95.3,1.9315982867060273e-10,289.2600444259197,2020-08-04,1311.0,2020,8,Tuesday,1,0,0,0,0,0,0
2020-08-05,0.24307694500000002,0.9564788922409919,0.4331051407590081,0.2601261822984495,81.8,90.2,113.1,101.8,64.2,95.3,2.7293182819192705e-10,292.3073324655391,2020-08-05,1312.0,2020,8,Wednesday,2,0,0,0,0,0,0
2020-08-06,0.21776805800000001,0.9642957011590905,0.4503324948409098,0.21439603638246812,81.8,90.2,113.1,101.8,64.2,95.3,2.816068258750873e-10,295.1494259922784,2020-08-06,1313.0,2020,8,Thursday,3,0,0,0,0,0,0
2020-08-07,0.202878999,0.9082717683563702,0.4484286336436297,0.18116116173559496,81.8,90.2,113.1,101.8,64.2,95.3,2.7630589106489706e-10,297.3010267465957,2020-08-07,1314.0,2020,8,Friday,4,0,1,0,0,0,0
2020-08-08,0.18295797700000002,0.7860107866684953,0.3795307273315048,0.1627739643840681,81.8,90.2,113.1,101.8,64.2,95.3,2.7154607486755246e-10,298.939660486228,2020-08-08,1315.0,2020,8,Saturday,5,0,0,1,0,0,0
2020-08-09,0.181488173,0.8480482462196408,0.29639754778035937,0.1576362317477178,81.8,90.2,113.1,101.8,64.2,95.3,2.3191498184688489e-10,298.52433357768024,2020-08-09,1316.0,2020,8,Sunday,6,0,0,1,0,0,0
2020-08-10,0.186118751,0.9731958139706973,0.3858617590293028,0.15942073717286556,81.8,90.2,113.1,101.8,64.2,95.3,2.3292116064138474e-10,297.80996054731577,2020-08-10,1317.0,2020,8,Monday,0,1,0,0,0,0,0
2020-08-11,0.184491082,0.9623620284863204,0.39777881051367964,0.15943120962405563,81.8,90.2,113.1,101.8,64.2,95.3,2.46686560913351e-10,298.0707190792544,2020-08-11,1318.0,2020,8,Tuesday,1,0,0,0,0,0,0
2020-08-12,0.17832272400000002,0.9931326711038255,0.36663637089617457,0.16108104444390425,81.8,90.2,113.1,101.8,64.2,95.3,2.4974792010305066e-10,297.6186156571939,2020-08-12,1319.0,2020,8,Wednesday,2,0,0,0,0,0,0
2020-08-13,0.186170689,0.9933122078096538,0.37550588419034614,0.168865331290679,81.8,90.2,113.1,101.8,64.2,95.3,1.8067135106393906e-10,296.0255827784546,2020-08-13,1320.0,2020,8,Thursday,3,0,0,0,0,0,0
2020-08-14,0.197912257,0.9536960470758579,0.3976108689241421,0.179446942526841,81.8,90.2,113.1,101.8,64.2,95.3,1.6621724343315686e-10,294.63361956644087,2020-08-14,1321.0,2020,8,Friday,4,0,1,0,0,0,0
2020-08-15,0.191488134,0.8470805597638302,0.35404807623616974,0.18486091513373995,81.8,90.2,113.1,101.8,64.2,95.3,1.92788285236553e-10,294.5643754452115,2020-08-15,1322.0,2020,8,Saturday,5,0,0,1,0,1,0
2020-08-16,0.19357496600000001,0.8760265975911006,0.2900387874088994,0.1822215562907633,81.8,90.2,113.1,101.8,64.2,95.3,2.3089340989407446e-10,295.7315285357324,2020-08-16,1323.0,2020,8,Sunday,6,0,0,1,0,0,0
2020-08-17,0.19500014100000002,1.0274523333703338,0.38664600962966633,0.19671535233335283,81.8,90.2,113.1,101.8,64.2,95.3,1.6449268761582896e-10,293.43790731642343,2020-08-17,1324.0,2020,8,Monday,0,1,0,0,0,0,0
2020-08-18,0.20729514000000002,1.0406865514564418,0.4006395725435581,0.21241996482454573,81.8,90.2,113.1,101.8,64.2,95.3,1.8828072440329354e-10,292.2448603009614,2020-08-18,1325.0,2020,8,Tuesday,1,0,0,0,0,0,0
2020-08-19,0.20945723800000002,1.0397305666886192,0.3974256623113811,0.21310669538144292,81.8,90.2,113.1,101.8,64.2,95.3,2.0993466069610135e-10,292.96454035673685,2020-08-19,1326.0,2020,8,Wednesday,2,0,0,0,0,0,0
2020-08-20,0.19470361600000002,1.0416705864272595,0.3677476105727404,0.18824797899882767,81.8,90.2,113.1,101.8,64.2,95.3,1.8974496568419624e-10,296.3552498019771,2020-08-20,1327.0,2020,8,Thursday,3,0,0,0,0,0,0
2020-08-21,0.182591112,0.9656404326568817,0.3116169273431182,0.1690670386841203,81.8,90.2,113.1,101.8,64.2,95.3,1.897469842195557e-10,298.1980356823587,2020-08-21,1328.0,2020,8,Friday,4,0,1,0,0,0,0
2020-08-22,0.20010946200000002,0.8487319714652828,0.17807720453471718,0.18217143711873462,81.8,90.2,113.1,101.8,64.2,95.3,1.5961876913582533e-10,293.75428481232564,2020-08-22,1329.0,2020,8,Saturday,5,0,0,1,0,0,0
2020-08-23,0.22162171900000002,0.9516350621096972,0.15076707689030286,0.21231868019921638,81.8,90.2,113.1,101.8,64.2,95.3,1.709380066857914e-10,291.10810039168126,2020-08-23,1330.0,2020,8,Sunday,6,0,0,1,0,0,0
2020-08-24,0.24886065000000002,1.0838184553126056,0.3543159456873946,0.25638242138071715,81.8,90.2,113.1,101.8,64.2,95.3,1.4994262396495424e-10,289.5102287476836,2020-08-24,1331.0,2020,8,Monday,0,1,0,0,0,0,0
2020-08-25,0.254597962,1.0199049832209859,0.34904488177901394,0.27367278897580793,81.8,90.2,113.1,101.8,64.2,95.3,1.546845347521089e-10,290.31808371187225,2020-08-25,1332.0,2020,8,Tuesday,1,0,0,0,0,0,0
2020-08-26,0.271132236,1.1222599925735959,0.11135835342640421,0.26204354849271144,81.8,90.2,113.1,101.8,64.2,95.3,1.2322839331664447e-10,291.5651429839472,2020-08-26,1333.0,2020,8,Wednesday,2,0,0,0,0,0,0
2020-08-27,0.27866286700000004,1.1314225848274915,0.30939497117250847,0.2810236411869427,81.8,90.2,113.1,101.8,64.2,95.3,1.583658339967786e-10,289.6208789385533,2020-08-27,1334.0,2020,8,Thursday,3,0,0,0,0,0,0
2020-08-28,0.27236092900000003,1.037652212478031,0.3327686735219693,0.28423693212515067,81.8,90.2,113.1,101.8,64.2,95.3,1.501913454974436e-10,289.8731795050245,2020-08-28,1335.0,2020,8,Friday,4,0,1,0,0,0,0
2020-08-29,0.289114963,0.9262904442305472,0.27287002976945296,0.3102352830610492,81.8,90.2,113.1,101.8,64.2,95.3,1.5179992566384533e-10,288.8386180925876,2020-08-29,1336.0,2020,8,Saturday,5,0,0,1,0,0,0
2020-08-30,0.317216147,0.9324734084045307,0.28524381959546913,0.3599743565162694,81.8,90.2,113.1,101.8,64.2,95.3,1.043734792124657e-10,288.03471729353697,2020-08-30,1337.0,2020,8,Sunday,6,0,0,1,0,0,0
2020-08-31,0.332397749,1.1070147449315286,0.36156045406847137,0.39243137271731254,81.8,90.2,113.1,101.8,64.2,95.3,1.382080488203789e-10,287.9538533826091,2020-08-31,1338.0,2020,8,Monday,0,1,0,0,0,0,0
2020-09-01,0.354804128,1.092759601247414,0.42447159575258603,0.4332956575213733,100.7,89.0,114.5,101.8,68.6,95.1,1.4602843308367744e-10,287.25779193601846,2020-09-01,1339.0,2020,9,Tuesday,1,0,0,0,0,0,0
2020-09-02,0.36586100600000004,1.0952248801152793,0.41395727688472095,0.45081393039990025,100.7,89.0,114.5,101.8,68.6,95.1,1.8047543738501644e-10,287.2544364932044,2020-09-02,1340.0,2020,9,Wednesday,2,0,0,0,0,0,0
2020-09-03,0.37422125900000003,1.0724262320605382,0.38545553793946197,0.41039506825310035,100.7,89.0,114.5,101.8,68.6,95.1,1.2434898688438386e-10,288.24890053357234,2020-09-03,1341.0,2020,9,Thursday,3,0,0,0,0,0,0
2020-09-04,0.30511729200000004,1.0230799808961688,0.3617135811038312,0.2880254989754559,100.7,89.0,114.5,101.8,68.6,95.1,1.5124109482378194e-10,291.92231460661725,2020-09-04,1342.0,2020,9,Friday,4,0,1,0,0,0,0
2020-09-05,0.338042728,0.9185133815758189,0.16688764842418105,0.3054607146034896,100.7,89.0,114.5,101.8,68.6,95.1,1.2846865728341823e-10,289.26973279438903,2020-09-05,1343.0,2020,9,Saturday,5,0,0,1,0,0,0
2020-09-06,0.39310327,0.9758454936293532,0.19081152537064677,0.3821546071392476,100.7,89.0,114.5,101.8,68.6,95.1,1.4390962535681974e-10,286.90992093164067,2020-09-06,1344.0,2020,9,Sunday,6,0,0,1,0,0,0
2020-09-07,0.39476902,1.1011324919547474,0.34245493204525274,0.41964807465495907,100.7,89.0,114.5,101.8,68.6,95.1,1.6413080472070919e-10,287.23788458989054,2020-09-07,1345.0,2020,9,Monday,0,1,0,0,0,0,0
2020-09-08,0.368676039,1.1110432881577452,0.3179952478422547,0.3692073538579789,100.7,89.0,114.5,101.8,68.6,95.1,1.5060385100191832e-10,289.1026407745929,2020-09-08,1346.0,2020,9,Tuesday,1,0,0,0,0,0,0
2020-09-09,0.32668852800000003,1.0887694907646013,0.3611412792353989,0.3010641315782483,100.7,89.0,114.5,101.8,68.6,95.1,1.435354808049687e-10,290.9662132541816,2020-09-09,1347.0,2020,9,Wednesday,2,0,0,0,0,0,0
2020-09-10,0.358455886,1.0953887992142564,0.4155309687857435,0.32467346948649456,100.7,89.0,114.5,101.8,68.6,95.1,1.428224469338599e-10,288.5533073069461,2020-09-10,1348.0,2020,9,Thursday,3,0,0,0,0,0,0
2020-09-11,0.34670950500000003,1.0178757171823765,0.41143748981762346,0.33086297698827094,100.7,89.0,114.5,101.8,68.6,95.1,1.6988612511857714e-10,289.0305532340624,2020-09-11,1349.0,2020,9,Friday,4,0,1,0,0,0,0
2020-09-12,0.328960509,0.8952941650091426,0.2372188479908574,0.30763487139919093,100.7,89.0,114.5,101.8,68.6,95.1,1.8402596959185929e-10,290.1095302929401,2020-09-12,1350.0,2020,9,Saturday,5,0,0,1,0,0,0
2020-09-13,0.31565241600000005,0.9378713179553237,0.2200055560446761,0.2779676455663901,100.7,89.0,114.5,101.8,68.6,95.1,1.9273906521992098e-10,290.91217302160777,2020-09-13,1351.0,2020,9,Sunday,6,0,0,1,0,0,0
2020-09-14,0.275970888,1.0442573206359431,0.3793974323640569,0.23413642556157588,100.7,89.0,114.5,101.8,68.6,95.1,1.9679665484089478e-10,293.2650521670077,2020-09-14,1352.0,2020,9,Monday,0,1,0,0,0,0,0
2020-09-15,0.244725308,1.069080690010196,0.4048004469898041,0.20839263706204814,100.7,89.0,114.5,101.8,68.6,95.1,1.8761488755113426e-10,294.46324291168906,2020-09-15,1353.0,2020,9,Tuesday,1,0,0,0,0,0,0
2020-09-16,0.253714955,1.062601319231229,0.37864984576877136,0.21176917509864923,100.7,89.0,114.5,101.8,68.6,95.1,1.629727621765897e-10,293.1613261258871,2020-09-16,1354.0,2020,9,Wednesday,2,0,0,0,0,0,0
2020-09-17,0.329217767,1.1380469977038237,0.3486888752961762,0.2763585692322471,100.7,89.0,114.5,101.8,68.6,95.1,1.6734791635861832e-10,288.24691167495195,2020-09-17,1355.0,2020,9,Thursday,3,0,0,0,0,0,0
2020-09-18,0.374256737,1.1206886752753238,0.34339549772467626,0.3707410530287668,100.7,89.0,114.5,101.8,68.6,95.1,1.909170388026069e-10,287.21062713472605,2020-09-18,1356.0,2020,9,Friday,4,0,1,0,0,0,0
2020-09-19,0.375693679,0.9462915423108264,0.3222839176891735,0.4057510320994918,100.7,89.0,114.5,101.8,68.6,95.1,1.8473157648308462e-10,287.92156729170017,2020-09-19,1357.0,2020,9,Saturday,5,0,0,1,0,0,0
2020-09-20,0.373277352,0.9678322588370987,0.30120993816290115,0.4020130545334367,100.7,89.0,114.5,101.8,68.6,95.1,1.7953845662697625e-10,288.3954012967424,2020-09-20,1358.0,2020,9,Sunday,6,0,0,1,0,0,0
2020-09-21,0.36494933700000004,1.1103418955569144,0.4223421904430857,0.36567358303073155,100.7,89.0,114.5,101.8,68.6,95.1,1.7679020111723832e-10,289.0506616317495,2020-09-21,1359.0,2020,9,Monday,0,1,0,0,0,0,0
2020-09-22,0.34368128800000003,1.0808883165620236,0.4650939694379765,0.31638671598395846,100.7,89.0,114.5,101.8,68.6,95.1,1.7039520836602148e-10,290.05853141382994,2020-09-22,1360.0,2020,9,Tuesday,1,0,0,0,0,0,0
2020-09-23,0.323387639,1.0537757881675345,0.44860946383246564,0.2937353598550195,100.7,89.0,114.5,101.8,68.6,95.1,1.445625186219431e-10,290.2974902834548,2020-09-23,1361.0,2020,9,Wednesday,2,0,0,0,0,0,0
2020-09-24,0.35660135800000003,1.112643115909234,0.3489603730907659,0.31818994125608646,100.7,89.0,114.5,101.8,68.6,95.1,1.347564040648128e-10,289.0344264426578,2020-09-24,1362.0,2020,9,Thursday,3,0,0,0,0,0,0
2020-09-25,0.51341041,1.1275269919766846,0.37893793202331555,0.5304689848619839,100.7,89.0,114.5,101.8,68.6,95.1,8.631438526029388e-11,284.3079524202251,2020-09-25,1363.0,2020,9,Friday,4,0,1,0,0,0,0
2020-09-26,0.7063503320000001,1.012778277975345,0.2414301050246549,0.8019958589542361,100.7,89.0,114.5,101.8,68.6,95.1,4.0042654938480697e-11,282.0464871158468,2020-09-26,1364.0,2020,9,Saturday,5,0,0,1,0,0,0
2020-09-27,0.7558547630000001,1.1157644044791093,0.22844521152089084,0.8970709403190118,100.7,89.0,114.5,101.8,68.6,95.1,7.272528631047968e-11,282.94560922581763,2020-09-27,1365.0,2020,9,Sunday,6,0,0,1,0,0,0
2020-09-28,0.7835963220000001,1.2840879615955423,0.3819282784044574,0.9185404679483624,100.7,89.0,114.5,101.8,68.6,95.1,8.847213553276133e-11,283.60083719419225,2020-09-28,1366.0,2020,9,Monday,0,1,0,0,0,0,0
2020-09-29,0.796726161,1.2409556080556343,0.4447520939443654,0.8327537719653755,100.7,89.0,114.5,101.8,68.6,95.1,6.280073459990354e-11,284.5564941313156,2020-09-29,1367.0,2020,9,Tuesday,1,0,0,0,0,0,0
2020-09-30,0.687502975,1.2121789092827737,0.41839690171722627,0.6855656407222013,100.7,89.0,114.5,101.8,68.6,95.1,8.423352756614148e-11,286.199718436976,2020-09-30,1368.0,2020,9,Wednesday,2,0,0,0,0,0,0
2020-10-01,0.7027730680000001,1.1841919163414965,0.5036328326585036,0.6432823198842568,102.8,77.2,124.7,115.1,74.5,95.1,1.0841940305885476e-10,285.7311489739411,2020-10-01,1369.0,2020,10,Thursday,3,0,0,0,0,0,0
2020-10-02,0.658387732,1.0649323038275291,0.4025933301724709,0.5536949570606109,102.8,77.2,124.7,115.1,74.5,95.1,1.0113837513467006e-10,286.9266141442844,2020-10-02,1370.0,2020,10,Friday,4,0,1,0,0,0,0
2020-10-03,0.6892237290000001,1.0069275682790637,0.2158529577209365,0.5479958384584838,102.8,77.2,124.7,115.1,74.5,95.1,7.969550713195254e-11,286.32869667003735,2020-10-03,1371.0,2020,10,Saturday,5,0,0,1,0,1,0
2020-10-04,0.7628216290000001,1.0487555917071922,0.1988477832928075,0.6428064292320924,102.8,77.2,124.7,115.1,74.5,95.1,1.1109665104668488e-10,284.7284431936515,2020-10-04,1372.0,2020,10,Sunday,6,0,0,1,0,0,0
2020-10-05,0.8634526640000001,1.2272262103388865,0.44265480566111376,0.7366287682878726,102.8,77.2,124.7,115.1,74.5,95.1,8.066088427819273e-11,284.1421016357436,2020-10-05,1373.0,2020,10,Monday,0,1,0,0,0,0,0
2020-10-06,0.8784600180000001,1.2548692243942785,0.36366845560572175,0.7447861085503054,102.8,77.2,124.7,115.1,74.5,95.1,6.525877630246206e-11,284.78512243932465,2020-10-06,1374.0,2020,10,Tuesday,1,0,0,0,0,0,0
2020-10-07,0.9015331360000001,1.2690770922516326,0.40343272574836736,0.7618827482032356,102.8,77.2,124.7,115.1,74.5,95.1,7.723112455257256e-11,284.4590998418475,2020-10-07,1375.0,2020,10,Wednesday,2,0,0,0,0,0,0
2020-10-08,0.886520215,1.2926956379902201,0.29687332700977986,0.7134613913447085,102.8,77.2,124.7,115.1,74.5,95.1,5.298746203409158e-11,285.3308245753288,2020-10-08,1376.0,2020,10,Thursday,3,0,0,0,0,0,0
2020-10-09,0.83846834,1.1494018722706245,0.5018173657293754,0.6731741092238024,102.8,77.2,124.7,115.1,74.5,95.1,6.757808307953878e-11,285.66834923940525,2020-10-09,1377.0,2020,10,Friday,4,0,1,0,0,0,0
2020-10-10,0.9785594190000001,1.1395825509298234,0.24782348507017693,0.8528734652261527,102.8,77.2,124.7,115.1,74.5,95.1,8.531153600096538e-11,282.3242944522595,2020-10-10,1378.0,2020,10,Saturday,5,0,0,1,0,0,0
2020-10-11,1.0949404310000002,1.218127825565414,0.24405587543458587,1.0557611927250727,102.8,77.2,124.7,115.1,74.5,95.1,8.798139070209624e-11,280.55174661170724,2020-10-11,1379.0,2020,10,Sunday,6,0,0,1,0,0,0
2020-10-12,1.159761559,1.373728381792076,0.5472588382079238,1.1827999499334734,102.8,77.2,124.7,115.1,74.5,95.1,7.846307012589619e-11,280.812249761852,2020-10-12,1380.0,2020,10,Monday,0,1,0,0,0,0,0
2020-10-13,1.199676314,1.349320980864856,0.5580742761351442,1.25556196526171,102.8,77.2,124.7,115.1,74.5,95.1,8.712522421552832e-11,280.4717989121214,2020-10-13,1381.0,2020,10,Tuesday,1,0,0,0,0,0,0
2020-10-14,1.2891262970000001,1.4444857072974568,0.35804992070254305,1.2618866009851448,102.8,77.2,124.7,115.1,74.5,95.1,4.3161598820309567e-11,280.6305011396185,2020-10-14,1382.0,2020,10,Wednesday,2,0,0,0,0,0,0
2020-10-15,1.2899919560000002,1.4147084274530073,0.5315778715469927,1.2233673210691092,102.8,77.2,124.7,115.1,74.5,95.1,2.439825316499742e-11,281.1946868345532,2020-10-15,1383.0,2020,10,Thursday,3,0,0,0,0,0,0
2020-10-16,1.270150904,1.2889602128647815,0.6259879541352185,1.2056329541832382,102.8,77.2,124.7,115.1,74.5,95.1,4.2046703806576936e-11,281.0946372215116,2020-10-16,1384.0,2020,10,Friday,4,0,1,0,0,0,0
2020-10-17,1.259828345,1.0961151471377222,0.5209726048622778,1.2220840566302265,102.8,77.2,124.7,115.1,74.5,95.1,5.1019413592795754e-11,280.4064452124491,2020-10-17,1385.0,2020,10,Saturday,5,0,0,1,0,0,0
2020-10-18,1.2715338820000002,1.2725591691072198,0.25372310789278024,1.22467469144819,102.8,77.2,124.7,115.1,74.5,95.1,6.48022279024173e-11,280.61648985232495,2020-10-18,1386.0,2020,10,Sunday,6,0,0,1,0,0,0
2020-10-19,1.279025185,1.3354333758713135,0.5733310321286866,1.2328665501370608,102.8,77.2,124.7,115.1,74.5,95.1,8.117374487715152e-11,281.0110657411614,2020-10-19,1387.0,2020,10,Monday,0,1,0,0,0,0,0
2020-10-20,1.261862456,1.4197470436806607,0.3281501603193393,1.1387229701202686,102.8,77.2,124.7,115.1,74.5,95.1,7.553775767275762e-11,281.96604348267323,2020-10-20,1388.0,2020,10,Tuesday,1,0,0,0,0,0,0
2020-10-21,1.010985496,1.3278772375091916,0.28364156449080813,0.8121592143597626,102.8,77.2,124.7,115.1,74.5,95.1,5.829751942772425e-11,286.2830656878477,2020-10-21,1389.0,2020,10,Wednesday,2,0,0,0,0,0,0
2020-10-22,0.8161106890000001,1.2705328500085495,0.3242052589914506,0.5732828426830694,102.8,77.2,124.7,115.1,74.5,95.1,8.579603756922741e-11,287.92458935875874,2020-10-22,1390.0,2020,10,Thursday,3,0,0,0,0,0,0
2020-10-23,0.863372333,1.1682496995418918,0.4858972164581081,0.5541567309016917,102.8,77.2,124.7,115.1,74.5,95.1,4.1748625337955553e-11,286.1751614150027,2020-10-23,1391.0,2020,10,Friday,4,0,1,0,0,0,0
2020-10-24,0.9084578630000001,1.1803666837053273,0.18565534729467267,0.5822318191357683,102.8,77.2,124.7,115.1,74.5,95.1,5.6013905114290797e-11,285.4774297282249,2020-10-24,1392.0,2020,10,Saturday,5,0,0,1,0,0,0
2020-10-25,0.936147418,1.1854586080064844,0.1640786259935156,0.664335739957367,102.8,77.2,124.7,115.1,74.5,95.1,6.503758454231806e-11,284.71444381148325,2020-10-25,1393.0,2020,10,Sunday,6,0,0,1,0,0,0
2020-10-26,1.120379838,1.3802917681604838,0.38436000783951624,0.8709929165214834,102.8,77.2,124.7,115.1,74.5,95.1,3.798015181992764e-11,282.4490183686911,2020-10-26,1394.0,2020,10,Monday,0,1,0,0,0,0,0
2020-10-27,1.1896088390000001,1.4193004531233009,0.3055947888766991,1.0082186636049024,102.8,77.2,124.7,115.1,74.5,95.1,6.244023299300508e-11,281.7456957892836,2020-10-27,1395.0,2020,10,Tuesday,1,0,0,0,0,0,0
2020-10-28,1.1266049740000001,1.411590973330148,0.2733515546698517,0.9680082812786067,102.8,77.2,124.7,115.1,74.5,95.1,5.522615110587585e-11,283.3412393092605,2020-10-28,1396.0,2020,10,Wednesday,2,0,0,0,0,0,0
2020-10-29,1.178044375,1.3971509422506614,0.30219852474933884,0.9803653402668394,102.8,77.2,124.7,115.1,74.5,95.1,5.5316123601567495e-11,282.75236821695984,2020-10-29,1397.0,2020,10,Thursday,3,0,0,0,0,0,0
2020-10-30,1.04120528,1.30306233987442,0.26728108712557974,0.818751830298869,102.8,77.2,124.7,115.1,74.5,95.1,2.055073789892942e-11,285.15254265702475,2020-10-30,1398.0,2020,10,Friday,4,0,1,0,0,0,0
2020-10-31,0.9348259170000001,1.1092189506242842,0.23149137437571618,0.7210729290752013,102.8,77.2,124.7,115.1,74.5,95.1,6.528718685038493e-11,285.22291718300966,2020-10-31,1399.0,2020,10,Saturday,5,0,0,1,0,0,0
2020-11-01,0.9084881140000001,1.1175580263797953,0.16241494462020464,0.6432695919988396,105.7,33.3,127.9,115.1,79.6,94.8,2.4428276572627624e-11,285.95217616218366,2020-11-01,1400.0,2020,11,Sunday,6,0,0,1,0,1,0
2020-11-02,0.706031097,1.2485408763823305,0.21812067861766946,0.4204304995624384,105.7,33.3,127.9,115.1,79.6,94.8,4.215356735961736e-11,289.75503292999,2020-11-02,1401.0,2020,11,Monday,0,1,0,0,0,0,0
2020-11-03,1.02405077,1.333597250494198,0.42263171750580203,0.6447177320795783,105.7,33.3,127.9,115.1,79.6,94.8,5.1924044742335044e-11,283.5669173550876,2020-11-03,1402.0,2020,11,Tuesday,1,0,0,0,0,0,0
2020-11-04,1.294534252,1.414674709092649,0.5322282679073511,1.012280404862875,105.7,33.3,127.9,115.1,79.6,94.8,6.611238031461208e-11,279.8659280258248,2020-11-04,1403.0,2020,11,Wednesday,2,0,0,0,0,0,0
2020-11-05,1.445813417,1.4304762054812872,0.5493210375187129,1.3117431244338773,105.7,33.3,127.9,115.1,79.6,94.8,6.494669431529124e-11,278.51555231451795,2020-11-05,1404.0,2020,11,Thursday,3,0,0,0,0,0,0
2020-11-06,1.430499581,1.355521064996231,0.5504472730037687,1.4205876808583044,105.7,33.3,127.9,115.1,79.6,94.8,5.922881763000603e-11,279.22561602734555,2020-11-06,1405.0,2020,11,Friday,4,0,1,0,0,0,0
2020-11-07,1.3926099470000002,1.2225445077935957,0.3821570692064043,1.3957707755202768,105.7,33.3,127.9,115.1,79.6,94.8,7.811601166439997e-11,279.5416175539071,2020-11-07,1406.0,2020,11,Saturday,5,0,0,1,0,0,0
2020-11-08,1.371155772,1.2853179936398345,0.32197778436016555,1.3490669410085516,105.7,33.3,127.9,115.1,79.6,94.8,7.056597091893068e-11,280.09698474773444,2020-11-08,1407.0,2020,11,Sunday,6,0,0,1,0,0,0
2020-11-09,1.4154056990000001,1.3974766590494636,0.6304862279505367,1.3487938901738803,105.7,33.3,127.9,115.1,79.6,94.8,6.032501462380862e-11,280.2491678638864,2020-11-09,1408.0,2020,11,Monday,0,1,0,0,0,0,0
2020-11-10,1.512881538,1.4083507229084118,0.7151313450915886,1.418880003066565,105.7,33.3,127.9,115.1,79.6,94.8,4.810642170774904e-11,278.9711162899494,2020-11-10,1409.0,2020,11,Tuesday,1,0,0,0,0,0,0
2020-11-11,1.4527352470000001,1.3529621608464204,0.7115098381535793,1.3681668822255786,105.7,33.3,127.9,115.1,79.6,94.8,2.490507965262361e-11,280.1338841985376,2020-11-11,1410.0,2020,11,Wednesday,2,0,0,0,0,0,0
2020-11-12,1.4106141280000002,1.435642064339095,0.516935040660905,1.2803450968118328,105.7,33.3,127.9,115.1,79.6,94.8,4.1659544221438515e-11,281.1096668079513,2020-11-12,1411.0,2020,11,Thursday,3,0,0,0,0,0,0
2020-11-13,1.3281467610000002,1.277123776881627,0.5617442221183729,1.196232727229273,105.7,33.3,127.9,115.1,79.6,94.8,4.818922024427902e-11,281.50782583270865,2020-11-13,1412.0,2020,11,Friday,4,0,1,0,0,0,0
2020-11-14,1.126007752,1.1364796213929367,0.3415024026070631,0.9683874384455011,105.7,33.3,127.9,115.1,79.6,94.8,5.3094506692422956e-11,283.95585756473844,2020-11-14,1413.0,2020,11,Saturday,5,0,0,1,0,0,0
2020-11-15,1.114276034,1.1930851039788282,0.2069595440211721,0.8886651021218732,105.7,33.3,127.9,115.1,79.6,94.8,6.128745085009437e-11,283.88199744886725,2020-11-15,1414.0,2020,11,Sunday,6,0,0,1,0,0,0
2020-11-16,1.266755015,1.4530332167976125,0.33599038320238717,0.9584662977074122,105.7,33.3,127.9,115.1,79.6,94.8,3.3260300640001494e-11,282.4772953107226,2020-11-16,1415.0,2020,11,Monday,0,1,0,0,0,0,0
2020-11-17,1.270363391,1.3914397395909346,0.4326441944090656,0.9862276849529548,105.7,33.3,127.9,115.1,79.6,94.8,2.6345640365240005e-11,282.47904594091915,2020-11-17,1416.0,2020,11,Tuesday,1,0,0,0,0,0,0
2020-11-18,1.234115823,1.4018176695616735,0.37342393943832647,1.018691846623224,105.7,33.3,127.9,115.1,79.6,94.8,5.646376415427961e-11,282.4113468735261,2020-11-18,1417.0,2020,11,Wednesday,2,0,0,0,0,0,0
2020-11-19,1.4455754520000001,1.5643794836493414,0.27969718735065835,1.1498052840905688,105.7,33.3,127.9,115.1,79.6,94.8,2.930706545530209e-11,280.8030276274275,2020-11-19,1418.0,2020,11,Thursday,3,0,0,0,0,0,0
2020-11-20,1.759661348,1.5670735757857743,0.5817634102142257,1.5210454814240766,105.7,33.3,127.9,115.1,79.6,94.8,4.60916213191345e-11,276.269528956953,2020-11-20,1419.0,2020,11,Friday,4,0,1,0,0,0,0
2020-11-21,1.7843424350000001,1.4111100643065453,0.3111568266934546,1.6919347662181876,105.7,33.3,127.9,115.1,79.6,94.8,3.6365568397971056e-11,275.8433679325657,2020-11-21,1420.0,2020,11,Saturday,5,0,0,1,0,0,0
2020-11-22,1.654626882,1.3782085657458993,0.31408837025410047,1.6258097427589764,105.7,33.3,127.9,115.1,79.6,94.8,2.8658188862617807e-11,278.3910768605977,2020-11-22,1421.0,2020,11,Sunday,6,0,0,1,0,0,0
2020-11-23,1.689908631,1.4889543223373458,0.6553755196626546,1.6418131201420454,105.7,33.3,127.9,115.1,79.6,94.8,3.600592845373727e-11,278.267220018186,2020-11-23,1422.0,2020,11,Monday,0,1,0,0,0,0,0
2020-11-24,1.8039593360000001,1.542514068081727,0.6743286919182725,1.6904491517378042,105.7,33.3,127.9,115.1,79.6,94.8,3.485604515110573e-11,277.07685674483787,2020-11-24,1423.0,2020,11,Tuesday,1,0,0,0,0,0,0
2020-11-25,1.8790414880000001,1.5876021336563182,0.7407804293436817,1.7782271590470036,105.7,33.3,127.9,115.1,79.6,94.8,5.166667633281436e-11,276.04319978306233,2020-11-25,1424.0,2020,11,Wednesday,2,0,0,0,0,0,0
