,slp,industry,gas_to_electricity_public,aggregated,manufacturing_sector,hospitality_sector,retail_sector,real_wages,price_industry,price_households,solar,temperature,index,time,year,month,weekday,weekday_num,monday,friday,weekend,christmas_period,holiday,long_weekend
2018-11-26,1.945023678,1.555224211908488,0.662859888091512,1.8377109174374993,111.6,99.8,116.1,114.0,108.1,91.9,1.7239577322004735e-11,276.4469629040092,2018-11-26,694.0,2018,11,Monday,0,1,0,0,0,0,0
2018-11-27,2.0851026470000003,1.5397527273890956,0.7372212086109046,1.9748310462292102,111.6,99.8,116.1,114.0,108.1,91.9,2.946544868315497e-11,274.33658337234505,2018-11-27,695.0,2018,11,Tuesday,1,0,0,0,0,0,0
2018-11-28,2.147115797,1.6118507117152872,0.4989463952847127,2.036918052976669,111.6,99.8,116.1,114.0,108.1,91.9,3.7766168174632265e-11,274.2838209626296,2018-11-28,696.0,2018,11,Wednesday,2,0,0,0,0,0,0
2018-11-29,1.9845184150000001,1.6157061833402677,0.4050921726597324,1.917516343663139,111.6,99.8,116.1,114.0,108.1,91.9,3.3845030602403055e-11,276.63327288244494,2018-11-29,697.0,2018,11,Thursday,3,0,0,0,0,0,0
2018-11-30,1.8255857350000002,1.4744259537185505,0.5333362722814496,1.7592607933858813,111.6,99.8,116.1,114.0,108.1,91.9,2.5121642722581014e-11,277.80299678879,2018-11-30,698.0,2018,11,Friday,4,0,1,0,0,0,0
2018-12-01,1.7073823270000001,1.2118165355062531,0.4142029724937469,1.57159242562864,93.4,106.6,123.5,114.0,105.9,92.0,2.8444654310521236e-11,278.78410461793925,2018-12-01,699.0,2018,12,Saturday,5,0,0,1,0,0,0
2018-12-02,1.4851508530000002,1.2205866081622583,0.3207010838377415,1.3031102023588161,93.4,106.6,123.5,114.0,105.9,92.0,6.661186488868894e-12,281.638930817466,2018-12-02,700.0,2018,12,Sunday,6,0,0,1,0,0,0
2018-12-03,1.3323752,1.3432342713531435,0.4153594946468566,1.061706139701617,93.4,106.6,123.5,114.0,105.9,92.0,2.331808982785554e-11,283.92872344898655,2018-12-03,701.0,2018,12,Monday,0,1,0,0,0,0,0
2018-12-04,1.6435861010000001,1.5000537095689332,0.5212569284310663,1.2763276646389403,93.4,106.6,123.5,114.0,105.9,92.0,3.446405151313213e-11,278.92080460397005,2018-12-04,702.0,2018,12,Tuesday,1,0,0,0,0,0,0
2018-12-05,1.8616433460000001,1.4704447430114693,0.6201179019885309,1.5801336218810658,93.4,106.6,123.5,114.0,105.9,92.0,3.8231918531298226e-11,276.04280333704986,2018-12-05,703.0,2018,12,Wednesday,2,0,0,0,0,0,0
2018-12-06,1.5794701230000001,1.3883089717443373,0.5200859592556627,1.4323313639771116,93.4,106.6,123.5,114.0,105.9,92.0,1.1841976711104346e-11,280.5183743932136,2018-12-06,704.0,2018,12,Thursday,3,0,0,0,0,0,0
2018-12-07,1.4307451740000001,1.3363536877234852,0.38363915627651485,1.1929962824135893,93.4,106.6,123.5,114.0,105.9,92.0,8.997334084672704e-12,282.9712511160778,2018-12-07,705.0,2018,12,Friday,4,0,1,0,0,0,0
