DayOfUse;HGasSLPsyn;UnitHGasSLPsyn;HGasSLPana;UnitHGasSLPana;LGasSLPsyn;UnitLGasSLPsyn;LGasSLPana;UnitLGasSLPana;HGasRLMmT;UnitHGasRLMmT;LGasRLMmT;UnitLGasRLMmT;HGasRLMoT;UnitHGasRLMoT;LGasRLMoT;UnitLGasRLMoT;Status
07.10.2011;268245504;kWh;20419704;kWh;93537672;kWh;16892352;kWh;148163904;kWh;87157728;kWh;424016662;kWh;168220926;kWh;final
08.10.2011;335987856;kWh;24259824;kWh;120036168;kWh;23159136;kWh;120308016;kWh;72471744;kWh;341325206;kWh;142396528;kWh;final
09.10.2011;367090656;kWh;36972360;kWh;131008032;kWh;34141392;kWh;120874056;kWh;74354952;kWh;325416070;kWh;138150959;kWh;final
10.10.2011;256713840;kWh;44790024;kWh;87461448;kWh;41027952;kWh;152805288;kWh;84282888;kWh;415631944;kWh;162091745;kWh;final
11.10.2011;192847392;kWh;42968472;kWh;71822424;kWh;39036408;kWh;156945408;kWh;85436880;kWh;404214775;kWh;162807558;kWh;final
12.10.2011;217846248;kWh;35984424;kWh;82514688;kWh;31453104;kWh;167614848;kWh;89656992;kWh;435734873;kWh;179128998;kWh;final
13.10.2011;285351696;kWh;34354704;kWh;107995944;kWh;33079488;kWh;177997152;kWh;93374424;kWh;457386945;kWh;177245024;kWh;final
14.10.2011;373313184;kWh;42642720;kWh;143624136;kWh;38898000;kWh;181101072;kWh;94712592;kWh;452746206;kWh;178313504;kWh;final
15.10.2011;427381680;kWh;47819808;kWh;160557648;kWh;42612120;kWh;144012912;kWh;80073168;kWh;371926376;kWh;150350317;kWh;final
16.10.2011;424474536;kWh;55682832;kWh;161510448;kWh;41204280;kWh;141349512;kWh;82533216;kWh;367843406;kWh;151916673;kWh;final
17.10.2011;394955928;kWh;57633144;kWh;150254184;kWh;45981216;kWh;184146528;kWh;101950728;kWh;494871220;kWh;181127964;kWh;final
18.10.2011;337391760;kWh;55310760;kWh;135547104;kWh;50657688;kWh;176879784;kWh;102628368;kWh;476402078;kWh;177894739;kWh;final
19.10.2011;417577968;kWh;56304072;kWh;152804784;kWh;47571264;kWh;193608552;kWh;104480496;kWh;525840460;kWh;183196699;kWh;final
20.10.2011;494519328;kWh;52562160;kWh;179877288;kWh;56465280;kWh;203382744;kWh;111050544;kWh;535707040;kWh;190736114;kWh;final
21.10.2011;554475312;kWh;63131784;kWh;199398864;kWh;59741136;kWh;206664000;kWh;106906800;kWh;539718870;kWh;189214916;kWh;final
22.10.2011;555371976;kWh;69655392;kWh;197989608;kWh;68388144;kWh;163161168;kWh;86506128;kWh;438748771;kWh;167790956;kWh;final
23.10.2011;542930376;kWh;73677360;kWh;186933984;kWh;69948888;kWh;162383184;kWh;89404608;kWh;411457066;kWh;160403145;kWh;final
24.10.2011;509250696;kWh;73612608;kWh;173394672;kWh;70058520;kWh;201724560;kWh;108072024;kWh;500642623;kWh;176640263;kWh;final
25.10.2011;448630992;kWh;69750744;kWh;156439824;kWh;66152736;kWh;193571664;kWh;104739984;kWh;514245349;kWh;168641277;kWh;final
26.10.2011;387500952;kWh;63817560;kWh;137312376;kWh;62309160;kWh;187952064;kWh;105461592;kWh;512869576;kWh;176877275;kWh;final
27.10.2011;375465168;kWh;59279352;kWh;128486544;kWh;59360784;kWh;187840008;kWh;105698112;kWh;523475568;kWh;177231427;kWh;final
28.10.2011;357680664;kWh;56930712;kWh;114791520;kWh;55580616;kWh;173177280;kWh;92032800;kWh;515708380;kWh;169424277;kWh;final
29.10.2011;332330900;kWh;58762525;kWh;105001075;kWh;57882275;kWh;135934825;kWh;72732825;kWh;415053303;kWh;152540982;kWh;final
30.10.2011;295774992;kWh;52737768;kWh;92495328;kWh;47787000;kWh;127153920;kWh;69076392;kWh;363772635;kWh;148256603;kWh;final
31.10.2011;310395360;kWh;51353688;kWh;92525616;kWh;43780056;kWh;153136536;kWh;82685424;kWh;450452596;kWh;149397871;kWh;final
01.11.2011;316763088;kWh;48491400;kWh;94796376;kWh;40914384;kWh;143199888;kWh;80867304;kWh;417799122;kWh;148492023;kWh;final
02.11.2011;322467528;kWh;51542544;kWh;92875200;kWh;43651560;kWh;181452552;kWh;94203456;kWh;512965376;kWh;177206487;kWh;final
03.11.2011;304855656;kWh;51553848;kWh;84116112;kWh;43965912;kWh;179216952;kWh;91015560;kWh;490888250;kWh;180246070;kWh;final
04.11.2011;292926072;kWh;56610504;kWh;86603544;kWh;44716032;kWh;167213856;kWh;85834752;kWh;481647428;kWh;179056778;kWh;final
05.11.2011;251313336;kWh;52699248;kWh;85093560;kWh;41374128;kWh;132758592;kWh;73201536;kWh;410581410;kWh;152383463;kWh;final
06.11.2011;284123088;kWh;49757712;kWh;102503232;kWh;37948320;kWh;135677952;kWh;75591000;kWh;376491179;kWh;162193922;kWh;final
07.11.2011;343227168;kWh;49052376;kWh;125903064;kWh;40462224;kWh;190899528;kWh;102445080;kWh;518245143;kWh;193436358;kWh;final
08.11.2011;379021008;kWh;53443248;kWh;142952352;kWh;48215136;kWh;195648816;kWh;105503328;kWh;525898555;kWh;194505854;kWh;final
09.11.2011;407250696;kWh;61491672;kWh;150881304;kWh;60248184;kWh;200696568;kWh;109185408;kWh;536891094;kWh;196813611;kWh;final
10.11.2011;453566592;kWh;63529176;kWh;168180984;kWh;61839864;kWh;204157632;kWh;114858912;kWh;535871484;kWh;195719909;kWh;final
11.11.2011;500019072;kWh;67702560;kWh;188365104;kWh;61186896;kWh;193112208;kWh;105846384;kWh;515588252;kWh;191949606;kWh;final
12.11.2011;532113120;kWh;74504808;kWh;198289344;kWh;70826040;kWh;158702808;kWh;88894680;kWh;440352791;kWh;168565349;kWh;final
13.11.2011;560959344;kWh;78162216;kWh;209930352;kWh;73783200;kWh;170722680;kWh;96631848;kWh;439423267;kWh;180753271;kWh;final
14.11.2011;617341296;kWh;79800888;kWh;228778824;kWh;75032736;kWh;236918616;kWh;123349392;kWh;595293760;kWh;208582132;kWh;final
15.11.2011;670739880;kWh;87031008;kWh;250789224;kWh;82359744;kWh;243103920;kWh;126689280;kWh;606207068;kWh;207157192;kWh;final
16.11.2011;702260064;kWh;93260424;kWh;266298240;kWh;85329672;kWh;242457144;kWh;128923608;kWh;606842496;kWh;209721535;kWh;final
17.11.2011;679216272;kWh;99282744;kWh;254594496;kWh;91285752;kWh;230798280;kWh;124530216;kWh;600218789;kWh;206127460;kWh;final
18.11.2011;570926952;kWh;99654168;kWh;200812728;kWh;95269368;kWh;202322712;kWh;106576416;kWh;561391159;kWh;194178787;kWh;final
19.11.2011;590608728;kWh;90286416;kWh;206193912;kWh;91445592;kWh;164398536;kWh;87131472;kWh;454137252;kWh;164565597;kWh;final
20.11.2011;576664128;kWh;81982032;kWh;204746712;kWh;76126032;kWh;170962344;kWh;95017704;kWh;432050274;kWh;163553854;kWh;final
21.11.2011;573789936;kWh;82228608;kWh;197240856;kWh;72727128;kWh;222625752;kWh;118988784;kWh;583926752;kWh;202414993;kWh;final
22.11.2011;601440816;kWh;84415632;kWh;209794008;kWh;76813296;kWh;225084456;kWh;122580480;kWh;619732473;kWh;196386812;kWh;final
23.11.2011;633640392;kWh;85787880;kWh;220099632;kWh;78416280;kWh;234429288;kWh;117890520;kWh;644452253;kWh;190690144;kWh;final
24.11.2011;654054120;kWh;92197392;kWh;207696744;kWh;82496184;kWh;233418816;kWh;117548496;kWh;598018026;kWh;193272131;kWh;final
25.11.2011;650582496;kWh;96872640;kWh;201526992;kWh;76453776;kWh;225682704;kWh;113856216;kWh;569334206;kWh;190327720;kWh;final
26.11.2011;574103064;kWh;96886344;kWh;186538512;kWh;76993104;kWh;169627824;kWh;89201664;kWh;440217020;kWh;157619261;kWh;final
27.11.2011;544891560;kWh;93847248;kWh;173917128;kWh;83422416;kWh;163304232;kWh;93987288;kWh;409785577;kWh;160126732;kWh;final
28.11.2011;592573920;kWh;86399520;kWh;201615600;kWh;81444408;kWh;226099704;kWh;124857480;kWh;563777407;kWh;195907186;kWh;final
29.11.2011;593096880;kWh;81977112;kWh;205961496;kWh;77109432;kWh;232932480;kWh;122553216;kWh;559703925;kWh;191631263;kWh;final
30.11.2011;548625312;kWh;86628192;kWh;197928672;kWh;87800424;kWh;220024080;kWh;118567368;kWh;578364980;kWh;192334518;kWh;final
01.12.2011;512796552;kWh;87025296;kWh;184111656;kWh;86835648;kWh;206025024;kWh;110717472;kWh;544833700;kWh;184883517;kWh;final
02.12.2011;479334672;kWh;78776040;kWh;180904920;kWh;82012992;kWh;196085952;kWh;109052064;kWh;512616249;kWh;189359608;kWh;final
03.12.2011;490239048;kWh;76382448;kWh;184141344;kWh;74951664;kWh;159850440;kWh;89414976;kWh;389067621;kWh;161091526;kWh;final
04.12.2011;440001000;kWh;72969264;kWh;179690928;kWh;79492464;kWh;158098728;kWh;93351048;kWh;394579149;kWh;164572859;kWh;final
05.12.2011;550672824;kWh;77537520;kWh;218120952;kWh;80500104;kWh;231461424;kWh;126399048;kWh;536420545;kWh;211020355;kWh;final
06.12.2011;624019560;kWh;73652136;kWh;238292880;kWh;78767424;kWh;236832912;kWh;127129608;kWh;553617853;kWh;208838577;kWh;final
07.12.2011;599204016;kWh;90232392;kWh;232495776;kWh;92747712;kWh;231230520;kWh;123639840;kWh;554124289;kWh;206355810;kWh;final
08.12.2011;592661520;kWh;94670832;kWh;220030800;kWh;96074184;kWh;226605528;kWh;120480144;kWh;540882781;kWh;201389166;kWh;final
09.12.2011;544778304;kWh;91377120;kWh;213139224;kWh;93449496;kWh;212860944;kWh;116463696;kWh;514621022;kWh;196819129;kWh;final
10.12.2011;612974448;kWh;89358984;kWh;240489552;kWh;90549504;kWh;183650784;kWh;100965048;kWh;452962852;kWh;172728604;kWh;final
11.12.2011;677680944;kWh;87301272;kWh;260963736;kWh;91897032;kWh;188279784;kWh;104826000;kWh;439448083;kWh;159827460;kWh;final
12.12.2011;628457592;kWh;97364376;kWh;234344568;kWh;96692592;kWh;229865760;kWh;120761952;kWh;560176952;kWh;182135368;kWh;final
13.12.2011;588111840;kWh;94895352;kWh;212270544;kWh;100854144;kWh;222857832;kWh;119684304;kWh;537331709;kWh;184689021;kWh;final
14.12.2011;546334368;kWh;90482760;kWh;207634392;kWh;93834408;kWh;221684640;kWh;120946080;kWh;526822005;kWh;185449573;kWh;final
15.12.2011;578070384;kWh;89116128;kWh;214021992;kWh;85123344;kWh;223462368;kWh;119971824;kWh;535274340;kWh;185776002;kWh;final
16.12.2011;602570400;kWh;88176168;kWh;237628392;kWh;92858256;kWh;212541576;kWh;114835464;kWh;510113456;kWh;183451253;kWh;final
17.12.2011;654764496;kWh;92170344;kWh;243781680;kWh;95479872;kWh;181995648;kWh;96912360;kWh;438582705;kWh;157985746;kWh;final
18.12.2011;709172400;kWh;93734016;kWh;262657632;kWh;100721568;kWh;192126816;kWh;103481784;kWh;446471901;kWh;160918656;kWh;final
19.12.2011;779178984;kWh;100437696;kWh;283836528;kWh;101179800;kWh;247792440;kWh;126485952;kWh;571242516;kWh;194076637;kWh;final
20.12.2011;776274096;kWh;104588352;kWh;277578144;kWh;106174488;kWh;239749680;kWh;122797200;kWh;563504817;kWh;185368668;kWh;final
21.12.2011;732367488;kWh;108133368;kWh;268156368;kWh;112378896;kWh;221385000;kWh;112575672;kWh;545565367;kWh;179270625;kWh;final
22.12.2011;658399128;kWh;107259288;kWh;233715744;kWh;111960552;kWh;196446456;kWh;97709952;kWh;491564925;kWh;161951181;kWh;final
23.12.2011;551407632;kWh;100841976;kWh;196847784;kWh;106635840;kWh;163737912;kWh;81114912;kWh;412884884;kWh;138774735;kWh;final
24.12.2011;588091608;kWh;90453432;kWh;205345392;kWh;90049992;kWh;146348496;kWh;72297792;kWh;333862749;kWh;123044077;kWh;final
25.12.2011;597263640;kWh;80437944;kWh;192350760;kWh;81335544;kWh;144107928;kWh;68644752;kWh;322621789;kWh;118432644;kWh;final
26.12.2011;553723920;kWh;87865824;kWh;174712800;kWh;87591672;kWh;147003048;kWh;68670768;kWh;327117213;kWh;116369606;kWh;final
27.12.2011;593443032;kWh;85787424;kWh;182701872;kWh;82554000;kWh;166308192;kWh;77224584;kWh;397453924;kWh;128749829;kWh;final
28.12.2011;590301576;kWh;79866096;kWh;187150104;kWh;74923128;kWh;174325128;kWh;81068280;kWh;399554702;kWh;131860994;kWh;final
29.12.2011;615342432;kWh;81563328;kWh;205616616;kWh;77208384;kWh;176550288;kWh;86393688;kWh;393011413;kWh;134320179;kWh;final
30.12.2011;666161448;kWh;87220296;kWh;232889016;kWh;81454752;kWh;173802888;kWh;85661712;kWh;386484243;kWh;139428182;kWh;final
31.12.2011;613381584;kWh;91957560;kWh;218675016;kWh;91830648;kWh;144288552;kWh;73232880;kWh;327237143;kWh;119562859;kWh;final
01.01.2012;454278120;kWh;94501320;kWh;163678008;kWh;96122376;kWh;127593024;kWh;65496936;kWh;311414828;kWh;114153888;kWh;final
02.01.2012;475908264;kWh;87571944;kWh;168095208;kWh;89586744;kWh;184606224;kWh;96867960;kWh;436449071;kWh;156072786;kWh;final
03.01.2012;513513264;kWh;68991840;kWh;179153784;kWh;72057360;kWh;196399464;kWh;105216240;kWh;449162828;kWh;162468662;kWh;final
04.01.2012;539660544;kWh;77403072;kWh;196072512;kWh;80991816;kWh;206820192;kWh;110816040;kWh;476134118;kWh;172959447;kWh;final
05.01.2012;556282896;kWh;83066208;kWh;198703392;kWh;86791224;kWh;211165224;kWh;113219736;kWh;503529992;kWh;179213640;kWh;final
06.01.2012;617006376;kWh;88604976;kWh;216994800;kWh;91864032;kWh;193274856;kWh;110671704;kWh;461723394;kWh;180144045;kWh;final
07.01.2012;608605104;kWh;91684920;kWh;205721208;kWh;94405128;kWh;170634696;kWh;91920624;kWh;400233177;kWh;155290281;kWh;final
08.01.2012;612920088;kWh;96637200;kWh;214495224;kWh;96919848;kWh;176271456;kWh;97351680;kWh;420840516;kWh;162414095;kWh;final
09.01.2012;612254712;kWh;96026736;kWh;209469144;kWh;93503472;kWh;223780512;kWh;117582480;kWh;536332729;kWh;194596867;kWh;final
10.01.2012;588170136;kWh;94529112;kWh;209822520;kWh;93999024;kWh;215283960;kWh;114921432;kWh;546137777;kWh;195688036;kWh;final
11.01.2012;582523728;kWh;92837568;kWh;189091176;kWh;92438016;kWh;215614008;kWh;111117816;kWh;548041507;kWh;199820855;kWh;final
12.01.2012;576845712;kWh;88018152;kWh;183415320;kWh;85176168;kWh;219557496;kWh;113915736;kWh;537895581;kWh;201209961;kWh;final
13.01.2012;643415400;kWh;86310912;kWh;220647240;kWh;80462952;kWh;220506168;kWh;115206432;kWh;535294485;kWh;198746209;kWh;final
14.01.2012;709440816;kWh;90047736;kWh;250851384;kWh;85891680;kWh;185626464;kWh;97549944;kWh;454765340;kWh;171028014;kWh;final
15.01.2012;775567632;kWh;99421032;kWh;285028680;kWh;95373168;kWh;201392544;kWh;108427512;kWh;468724378;kWh;178544317;kWh;final
16.01.2012;850066152;kWh;104139480;kWh;315050040;kWh;97360320;kWh;266369616;kWh;137595312;kWh;616571263;kWh;212631311;kWh;final
17.01.2012;858435864;kWh;111281280;kWh;323023416;kWh;109202544;kWh;266143248;kWh;139148736;kWh;636024358;kWh;216328730;kWh;final
18.01.2012;813386736;kWh;117760128;kWh;304667544;kWh;117724368;kWh;251249208;kWh;133027176;kWh;584925398;kWh;209497623;kWh;final
19.01.2012;675535680;kWh;118011096;kWh;252473448;kWh;119075112;kWh;224377032;kWh;120922944;kWh;558548284;kWh;197030023;kWh;final
20.01.2012;676319016;kWh;107605176;kWh;254891088;kWh;114850008;kWh;221992464;kWh;121592568;kWh;547371630;kWh;196026867;kWh;final
21.01.2012;589076520;kWh;93660696;kWh;222700680;kWh;100304136;kWh;176637528;kWh;97848240;kWh;431200101;kWh;157892148;kWh;final
22.01.2012;583111536;kWh;101467320;kWh;224109744;kWh;107358432;kWh;179860080;kWh;100713984;kWh;420453699;kWh;155765018;kWh;final
23.01.2012;622607112;kWh;96996864;kWh;235031328;kWh;96956928;kWh;231568272;kWh;124868184;kWh;558457578;kWh;194327113;kWh;final
24.01.2012;691280328;kWh;95396520;kWh;249873840;kWh;98722800;kWh;237482808;kWh;128619336;kWh;564159886;kWh;198658751;kWh;final
25.01.2012;732918480;kWh;99944208;kWh;267302280;kWh;100492944;kWh;243039168;kWh;131906712;kWh;577442059;kWh;202757074;kWh;final
26.01.2012;772743696;kWh;106841208;kWh;272430360;kWh;105326520;kWh;243296424;kWh;131490168;kWh;574893395;kWh;199723474;kWh;final
27.01.2012;731990256;kWh;109541712;kWh;269891424;kWh;109226424;kWh;228455304;kWh;122287824;kWh;555334650;kWh;194760497;kWh;final
28.01.2012;738504264;kWh;109672464;kWh;279273432;kWh;112080984;kWh;192495408;kWh;107792520;kWh;483240664;kWh;174699828;kWh;final
29.01.2012;807214032;kWh;107432352;kWh;310754424;kWh;108681648;kWh;209864808;kWh;117050016;kWh;478741611;kWh;186533121;kWh;final
30.01.2012;872804448;kWh;111263712;kWh;334984128;kWh;111070920;kWh;268521048;kWh;144646704;kWh;641714228;kWh;218916631;kWh;final
31.01.2012;923177136;kWh;120833280;kWh;361554216;kWh;121750704;kWh;284506488;kWh;153139368;kWh;657567287;kWh;228038290;kWh;final
01.02.2012;993072024;kWh;125247576;kWh;388824408;kWh;128472912;kWh;301902840;kWh;165841344;kWh;684527917;kWh;245761023;kWh;final
02.02.2012;1045295064;kWh;128876568;kWh;408093312;kWh;138332472;kWh;315426096;kWh;169630296;kWh;778369080;kWh;257393608;kWh;final
03.02.2012;1070289768;kWh;151308912;kWh;412044840;kWh;152965248;kWh;309471864;kWh;166684416;kWh;756545682;kWh;254115006;kWh;final
04.02.2012;1050566424;kWh;161456184;kWh;409181808;kWh;164287416;kWh;273438144;kWh;147582912;kWh;621625075;kWh;229006197;kWh;final
05.02.2012;1061454720;kWh;164931096;kWh;410743200;kWh;167073888;kWh;274642632;kWh;149455248;kWh;594821276;kWh;231851675;kWh;final
06.02.2012;1101348192;kWh;167568216;kWh;423669048;kWh;166915320;kWh;326469912;kWh;174810672;kWh;781012518;kWh;273316060;kWh;final
07.02.2012;1110146640;kWh;166963464;kWh;429294384;kWh;164379288;kWh;335682216;kWh;175582296;kWh;729277773;kWh;283155071;kWh;final
08.02.2012;1072691232;kWh;171611976;kWh;413460456;kWh;171959952;kWh;328277256;kWh;167917224;kWh;749031619;kWh;268854815;kWh;final
09.02.2012;1056821592;kWh;173790024;kWh;406146840;kWh;177539880;kWh;310904568;kWh;165306792;kWh;729578227;kWh;267286956;kWh;final
10.02.2012;1056835800;kWh;163979640;kWh;406551408;kWh;164830848;kWh;320949840;kWh;162647328;kWh;724566521;kWh;266856127;kWh;final
11.02.2012;1046349888;kWh;161487456;kWh;404959056;kWh;164086560;kWh;276481368;kWh;143045544;kWh;601174571;kWh;236451639;kWh;final
12.02.2012;1043935416;kWh;162936216;kWh;396478512;kWh;160185144;kWh;266730144;kWh;139374912;kWh;593486218;kWh;229268446;kWh;final
13.02.2012;1005660696;kWh;166409520;kWh;367389696;kWh;161514024;kWh;309430560;kWh;149055600;kWh;711897086;kWh;255297482;kWh;final
14.02.2012;893938728;kWh;157323408;kWh;322930800;kWh;155453520;kWh;280076880;kWh;139860576;kWh;654702378;kWh;230158966;kWh;final
15.02.2012;808485696;kWh;145941888;kWh;291774888;kWh;138113520;kWh;257842128;kWh;138907584;kWh;630226370;kWh;216826708;kWh;final
16.02.2012;786349008;kWh;124941504;kWh;276742920;kWh;123376320;kWh;241640352;kWh;131818776;kWh;606820594;kWh;206773164;kWh;final
17.02.2012;701521920;kWh;118049184;kWh;249016008;kWh;118304784;kWh;216795912;kWh;120070608;kWh;553612355;kWh;193857268;kWh;final
18.02.2012;626228616;kWh;110978400;kWh;219035304;kWh;110949072;kWh;171292080;kWh;99509496;kWh;408641555;kWh;165896453;kWh;final
19.02.2012;679959744;kWh;101901000;kWh;247760352;kWh;101698392;kWh;189651504;kWh;110478984;kWh;436000000;kWh;177037290;kWh;final
20.02.2012;794045424;kWh;96199128;kWh;282858072;kWh;94185096;kWh;239454336;kWh;129972600;kWh;557387181;kWh;205895104;kWh;final
21.02.2012;808691784;kWh;106887600;kWh;275588904;kWh;105885432;kWh;235185840;kWh;130369968;kWh;564907395;kWh;200708188;kWh;final
22.02.2012;739684680;kWh;110937864;kWh;250136184;kWh;113058216;kWh;220197120;kWh;124485984;kWh;578579349;kWh;192281168;kWh;final
23.02.2012;657775656;kWh;107074776;kWh;203473104;kWh;106068216;kWh;212431080;kWh;117334032;kWh;574600999;kWh;185980588;kWh;final
24.02.2012;527396064;kWh;94036488;kWh;165849384;kWh;93419640;kWh;185645736;kWh;108062112;kWh;529174610;kWh;174335258;kWh;final
25.02.2012;507832728;kWh;87255240;kWh;183313968;kWh;86574600;kWh;153847752;kWh;94684536;kWh;426888904;kWh;158833944;kWh;final
26.02.2012;576650448;kWh;75269664;kWh;206709072;kWh;80211648;kWh;172629456;kWh;101733888;kWh;439435188;kWh;164198533;kWh;final
27.02.2012;628988184;kWh;79873728;kWh;222839040;kWh;83745336;kWh;213284688;kWh;120172320;kWh;552486178;kWh;190468636;kWh;final
28.02.2012;559091520;kWh;90430920;kWh;189465888;kWh;89735208;kWh;201652632;kWh;113544480;kWh;525509408;kWh;182272128;kWh;final
29.02.2012;456915936;kWh;85816632;kWh;157257624;kWh;86391840;kWh;188833392;kWh;107569560;kWh;508447197;kWh;179946622;kWh;final
01.03.2012;429833976;kWh;76486800;kWh;162437352;kWh;79730448;kWh;184538424;kWh;107900256;kWh;507368422;kWh;180703166;kWh;final
02.03.2012;404946696;kWh;68291880;kWh;147954240;kWh;68966064;kWh;176040888;kWh;102919224;kWh;488969791;kWh;181480191;kWh;final
03.03.2012;397779744;kWh;67683168;kWh;144139728;kWh;66693000;kWh;140749416;kWh;85741752;kWh;360362482;kWh;159628128;kWh;final
04.03.2012;432752016;kWh;69433896;kWh;157542888;kWh;67407192;kWh;148572552;kWh;88434528;kWh;353180439;kWh;163809075;kWh;final
05.03.2012;563043456;kWh;72411336;kWh;192942360;kWh;69397752;kWh;215299344;kWh;119099496;kWh;480336172;kWh;190351144;kWh;final
06.03.2012;628116672;kWh;73904688;kWh;218442168;kWh;68833200;kWh;211718064;kWh;118385808;kWh;491962163;kWh;195433441;kWh;final
07.03.2012;631239816;kWh;87902472;kWh;227231592;kWh;83262720;kWh;209948280;kWh;123678744;kWh;466119782;kWh;195313419;kWh;final
08.03.2012;648620952;kWh;87269496;kWh;237400224;kWh;80556144;kWh;214787304;kWh;122321832;kWh;508065700;kWh;195205666;kWh;final
09.03.2012;638906880;kWh;86296776;kWh;222439272;kWh;91245600;kWh;194935968;kWh;108731544;kWh;472595876;kWh;186917011;kWh;final
10.03.2012;557684664;kWh;89575920;kWh;186380952;kWh;90631896;kWh;144910152;kWh;86421624;kWh;373623257;kWh;162805194;kWh;final
11.03.2012;483116880;kWh;80864352;kWh;167350032;kWh;79087464;kWh;148429104;kWh;90467016;kWh;383789462;kWh;155088075;kWh;final
12.03.2012;468672000;kWh;74408880;kWh;167127360;kWh;76273800;kWh;185428680;kWh;109928184;kWh;496043635;kWh;183461571;kWh;final
13.03.2012;460116648;kWh;73445664;kWh;170676720;kWh;71459856;kWh;194653848;kWh;110546280;kWh;484058873;kWh;190783324;kWh;final
14.03.2012;464357328;kWh;71886768;kWh;178583736;kWh;76912536;kWh;195133512;kWh;110622648;kWh;488427051;kWh;186750548;kWh;final
15.03.2012;428546496;kWh;73150536;kWh;163536576;kWh;75716952;kWh;179818968;kWh;103719552;kWh;462272190;kWh;178939836;kWh;final
16.03.2012;352014696;kWh;71292096;kWh;130087320;kWh;75003624;kWh;155763960;kWh;90800808;kWh;410172996;kWh;163313122;kWh;final
17.03.2012;310760880;kWh;62567544;kWh;111445608;kWh;61938288;kWh;120120720;kWh;74413776;kWh;321122464;kWh;135512370;kWh;final
18.03.2012;375970512;kWh;50840088;kWh;138847032;kWh;55312440;kWh;138970104;kWh;87041256;kWh;339980594;kWh;138214219;kWh;final
19.03.2012;463585920;kWh;49838904;kWh;171561456;kWh;57951552;kWh;194816304;kWh;110602344;kWh;465728591;kWh;173235442;kWh;final
20.03.2012;511637016;kWh;59254128;kWh;189505608;kWh;64462344;kWh;184701768;kWh;107299008;kWh;451326722;kWh;170652010;kWh;final
21.03.2012;461677992;kWh;66567888;kWh;169985568;kWh;67747416;kWh;177764424;kWh;99324312;kWh;437121916;kWh;169096932;kWh;final
